r0,lambda,ok,reason,a1,a2,a3,H,feasible_RH,hopf_band
0.01,28.992805755395683,TRUE,NA,-0.01966426858513189,0.01565611510791367,4.6968345323741004e-4,-7.775495057191655e-4,FALSE,FALSE
0.01,30.035971223021583,TRUE,NA,-0.020011990407673857,0.016219424460431654,4.8658273381294953e-4,-8.111657005330985e-4,FALSE,FALSE
0.01,31.07913669064748,TRUE,NA,-0.02035971223021582,0.016782733812949636,5.034820143884896e-4,-8.451736452564568e-4,FALSE,FALSE
0.01,32.122302158273385,TRUE,NA,-0.020707434052757788,0.017346043165467624,5.203812949640287e-4,-8.795733398892394e-4,FALSE,FALSE
0.01,33.16546762589928,TRUE,NA,-0.021055155875299755,0.01790935251798561,5.372805755395686e-4,-9.143647844314477e-4,FALSE,FALSE
0.01,34.20863309352518,TRUE,NA,-0.021402877697841716,0.018472661870503594,5.541798561151075e-4,-9.495479788830799e-4,FALSE,FALSE
0.01,35.25179856115108,TRUE,NA,-0.021750599520383683,0.01903597122302158,5.710791366906475e-4,-9.851229232441382e-4,FALSE,FALSE
0.01,36.294964028776974,TRUE,NA,-0.02209832134292565,0.01959928057553956,5.87978417266187e-4,-0.001021089617514621,FALSE,FALSE
0.01,37.33812949640288,TRUE,NA,-0.022446043165467625,0.020162589928057553,6.048776978417267e-4,-0.0010574480616945292,FALSE,FALSE
0.01,38.381294964028775,TRUE,NA,-0.022793764988009585,0.020725899280575538,6.217769784172664e-4,-0.0010941982557838622,FALSE,FALSE
0.01,39.42446043165467,TRUE,NA,-0.02314148681055156,0.021289208633093522,6.386762589928056e-4,-0.00113134019978262,FALSE,FALSE
0.01,40.46762589928058,TRUE,NA,-0.023489208633093533,0.02185251798561151,6.555755395683456e-4,-0.0011688738936908032,FALSE,FALSE
0.01,41.510791366906474,TRUE,NA,-0.0238369304556355,0.022415827338129496,6.724748201438846e-4,-0.0012067993375084105,FALSE,FALSE
0.01,42.55395683453237,TRUE,NA,-0.02418465227817746,0.02297913669064748,6.893741007194241e-4,-0.001245116531235443,FALSE,FALSE
0.01,43.59712230215827,TRUE,NA,-0.02453237410071943,0.023542446043165466,7.062733812949635e-4,-0.0012838254748719006,FALSE,FALSE
0.01,44.64028776978417,TRUE,NA,-0.024880095923261396,0.02410575539568345,7.231726618705037e-4,-0.001322926168417784,FALSE,FALSE
0.01,45.68345323741007,TRUE,NA,-0.025227817745803363,0.024669064748201436,7.400719424460428e-4,-0.001362418611873091,FALSE,FALSE
0.01,46.72661870503597,TRUE,NA,-0.025575539568345323,0.02523237410071942,7.56971223021583e-4,-0.0014023028052378244,FALSE,FALSE
0.01,47.76978417266187,TRUE,NA,-0.02592326139088729,0.02579568345323741,7.738705035971223e-4,-0.001442578748511982,FALSE,FALSE
0.01,48.81294964028777,TRUE,NA,-0.026270983213429265,0.026358992805755394,7.907697841726616e-4,-0.0014832464416955644,FALSE,FALSE
0.01,49.856115107913666,TRUE,NA,-0.02661870503597122,0.02692230215827338,8.07669064748201e-4,-0.0015243058847885715,FALSE,FALSE
0.01,50.899280575539564,TRUE,NA,-0.026966426858513193,0.027485611510791357,8.245683453237407e-4,-0.0015657570777910042,FALSE,FALSE
0.01,51.94244604316547,TRUE,NA,-0.02731414868105516,0.02804892086330935,8.414676258992806e-4,-0.0016076000207028622,FALSE,FALSE
0.01,52.985611510791365,TRUE,NA,-0.027661870503597134,0.028612230215827334,8.583669064748196e-4,-0.0016498347135241445,FALSE,FALSE
0.01,54.02877697841726,TRUE,NA,-0.028009592326139095,0.029175539568345323,8.752661870503604e-4,-0.001692461156254853,FALSE,FALSE
0.01,55.07194244604317,TRUE,NA,-0.028357314148681055,0.029738848920863308,8.921654676258989e-4,-0.0017354793488949844,FALSE,FALSE
0.01,56.115107913669064,TRUE,NA,-0.02870503597122303,0.03030215827338129,9.090647482014393e-4,-0.0017788892914445426,FALSE,FALSE
0.01,57.15827338129496,TRUE,NA,-0.02905275779376499,0.03086546762589927,9.259640287769781e-4,-0.0018226909839035243,FALSE,FALSE
0.01,58.20143884892086,TRUE,NA,-0.029400479616306957,0.031428776978417255,9.428633093525179e-4,-0.001866884426271932,FALSE,FALSE
0.01,59.24460431654676,TRUE,NA,-0.02974820143884893,0.03199208633093525,9.597625899280571e-4,-0.0019114696185497642,FALSE,FALSE
0.01,60.28776978417266,TRUE,NA,-0.03009592326139089,0.03255539568345323,9.766618705035963e-4,-0.0019564465607370208,FALSE,FALSE
0.01,61.33093525179856,TRUE,NA,-0.030443645083932866,0.03311870503597122,9.935611510791353e-4,-0.0020018152528337033,FALSE,FALSE
0.01,62.374100719424455,TRUE,NA,-0.03079136690647482,0.0336820143884892,0.0010104604316546761,-0.002047575694839811,FALSE,FALSE
0.01,63.41726618705036,TRUE,NA,-0.031139088729016794,0.03424532374100719,0.0010273597122302156,-0.0020937278867553437,FALSE,FALSE
0.01,64.46043165467626,TRUE,NA,-0.031486810551558754,0.03480863309352517,0.0010442589928057547,-0.0021402718285803003,FALSE,FALSE
0.01,65.50359712230215,TRUE,NA,-0.03183453237410073,0.03537194244604316,0.0010611582733812937,-0.002187207520314682,FALSE,FALSE
0.01,66.54676258992805,TRUE,NA,-0.03218225419664269,0.03593525179856114,0.0010780575539568345,-0.0022345349619584906,FALSE,FALSE
0.01,67.58992805755395,TRUE,NA,-0.03252997601918465,0.03649856115107913,0.001094956834532373,-0.0022822541535117216,FALSE,FALSE
0.01,68.63309352517985,TRUE,NA,-0.03287769784172661,0.03706187050359711,0.0011118561151079124,-0.0023303650949743782,FALSE,FALSE
0.01,69.67625899280576,TRUE,NA,-0.033225419664268584,0.03762517985611511,0.001128755395683453,-0.002378867786346462,FALSE,FALSE
0.01,70.71942446043165,TRUE,NA,-0.03357314148681056,0.038188489208633096,0.001145654676258993,-0.0024277622276279703,FALSE,FALSE
0.01,71.76258992805755,TRUE,NA,-0.03392086330935252,0.038751798561151074,0.001162553956834533,-0.0024770484188189022,FALSE,FALSE
0.01,72.80575539568345,TRUE,NA,-0.034268585131894486,0.03931510791366906,0.0011794532374100727,-0.0025267263599192593,FALSE,FALSE
0.01,73.84892086330935,TRUE,NA,-0.034616306954436474,0.039878417266187044,0.001196352517985612,-0.0025767960509290424,FALSE,FALSE
0.01,74.89208633093524,TRUE,NA,-0.034964028776978434,0.04044172661870503,0.001213251798561152,-0.0026272574918482492,FALSE,FALSE
0.01,75.93525179856115,TRUE,NA,-0.03531175059952042,0.04100503597122302,0.0012301510791366903,-0.002678110682676881,FALSE,FALSE
0.01,76.97841726618705,TRUE,NA,-0.03565947242206237,0.041568345323741,0.0012470503597122305,-0.002729355623414938,FALSE,FALSE
0.01,78.02158273381295,TRUE,NA,-0.03600719424460433,0.04213165467625899,0.0012639496402877695,-0.0027809923140624192,FALSE,FALSE
0.01,79.06474820143885,TRUE,NA,-0.0363549160671463,0.04269496402877697,0.0012808489208633094,-0.0028330207546193266,FALSE,FALSE
0.01,80.10791366906474,TRUE,NA,-0.036702637889688264,0.04325827338129496,0.00129774820143885,-0.0028854409450856594,FALSE,FALSE
0.01,81.15107913669064,TRUE,NA,-0.03705035971223024,0.04382158273381294,0.0013146474820143882,-0.0029382528854614153,FALSE,FALSE
0.01,82.19424460431654,TRUE,NA,-0.03739808153477221,0.04438489208633093,0.0013315467625899266,-0.0029914565757465966,FALSE,FALSE
0.01,83.23741007194245,TRUE,NA,-0.03774580335731419,0.04494820143884892,0.0013484460431654672,-0.0030450520159412053,FALSE,FALSE
0.01,84.28057553956835,TRUE,NA,-0.03809352517985613,0.0455115107913669,0.0013653453237410082,-0.0030990392060452373,FALSE,FALSE
0.01,85.32374100719424,TRUE,NA,-0.03844124700239809,0.04607482014388489,0.0013822446043165477,-0.003153418146058694,FALSE,FALSE
0.01,86.36690647482014,TRUE,NA,-0.03878896882494007,0.04663812949640287,0.0013991438848920874,-0.0032081888359815763,FALSE,FALSE
0.01,87.41007194244604,TRUE,NA,-0.03913669064748204,0.04720143884892086,0.0014160431654676262,-0.003263351275813883,FALSE,FALSE
0.01,88.45323741007194,TRUE,NA,-0.039484412470024,0.04776474820143884,0.0014329424460431677,-0.0033189054655556162,FALSE,FALSE
0.01,89.49640287769783,TRUE,NA,-0.03983213429256598,0.04832805755395682,0.0014498417266187054,-0.003374851405206771,FALSE,FALSE
0.01,90.53956834532374,TRUE,NA,-0.04017985611510795,0.04889136690647482,0.0014667410071942436,-0.0034311890947673522,FALSE,FALSE
0.01,91.58273381294964,TRUE,NA,-0.040527577937649925,0.049454676258992795,0.0014836402877697837,-0.0034879185342373597,FALSE,FALSE
0.01,92.62589928057554,TRUE,NA,-0.04087529976019186,0.05001798561151079,0.0015005395683453245,-0.0035450397236167913,FALSE,FALSE
0.01,93.66906474820144,TRUE,NA,-0.04122302158273383,0.050581294964028765,0.0015174388489208647,-0.003602552662905649,FALSE,FALSE
0.01,94.71223021582733,TRUE,NA,-0.041570743405275806,0.05114460431654675,0.0015343381294964024,-0.0036604573521039287,FALSE,FALSE
0.01,95.75539568345323,TRUE,NA,-0.04191846522781778,0.051707913669064735,0.0015512374100719421,-0.003718753791211636,FALSE,FALSE
0.01,96.79856115107913,TRUE,NA,-0.04226618705035973,0.05227122302158272,0.0015681366906474827,-0.0037774419802287674,FALSE,FALSE
0.01,97.84172661870504,TRUE,NA,-0.04261390887290173,0.05283453237410072,0.0015850359712230202,-0.0038365219191553246,FALSE,FALSE
0.01,98.88489208633094,TRUE,NA,-0.0429616306954437,0.0533978417266187,0.0016019352517985595,-0.003895993607991306,FALSE,FALSE
0.01,99.92805755395683,TRUE,NA,-0.04330935251798562,0.053961151079136675,0.0016188345323741003,-0.003955857046736711,FALSE,FALSE
0.01,100.97122302158273,TRUE,NA,-0.043657074340527596,0.05452446043165467,0.001635733812949641,-0.004016112235391544,FALSE,FALSE
0.01,102.01438848920863,TRUE,NA,-0.04400479616306957,0.055087769784172645,0.0016526330935251788,-0.004076759173955799,FALSE,FALSE
0.01,103.05755395683452,TRUE,NA,-0.044352517985611545,0.05565107913669064,0.0016695323741007205,-0.004137797862429483,FALSE,FALSE
0.01,104.10071942446042,TRUE,NA,-0.04470023980815349,0.056214388489208615,0.0016864316546762596,-0.004199228300812588,FALSE,FALSE
0.01,105.14388489208633,TRUE,NA,-0.04504796163069549,0.05677769784172661,0.0017033309352517964,-0.004261050489105119,FALSE,FALSE
0.01,106.18705035971223,TRUE,NA,-0.04539568345323747,0.05734100719424459,0.0017202302158273372,-0.004323264427307077,FALSE,FALSE
0.01,107.23021582733813,TRUE,NA,-0.045743405275779386,0.05790431654676258,0.0017371294964028785,-0.004385870115418458,FALSE,FALSE
0.01,108.27338129496403,TRUE,NA,-0.04609112709832136,0.05846762589928056,0.0017540287769784175,-0.004448867553439264,FALSE,FALSE
0.01,109.31654676258992,TRUE,NA,-0.046438848920863335,0.05903093525179855,0.0017709280575539576,-0.004512256741369496,FALSE,FALSE
0.01,110.35971223021582,TRUE,NA,-0.04678657074340531,0.05959424460431653,0.0017878273381294984,-0.004576037679209154,FALSE,FALSE
0.01,111.40287769784172,TRUE,NA,-0.047134292565947256,0.06015755395683452,0.0018047266187050375,-0.004640210366958233,FALSE,FALSE
0.01,112.44604316546761,TRUE,NA,-0.04748201438848923,0.0607208633093525,0.0018216258992805765,-0.00470477480461674,FALSE,FALSE
0.01,113.48920863309353,TRUE,NA,-0.047829736211031204,0.0612841726618705,0.001838525179856115,-0.004769730992184671,FALSE,FALSE
0.01,114.53237410071942,TRUE,NA,-0.04817745803357318,0.061847482014388486,0.0018554244604316538,-0.0048350789296620275,FALSE,FALSE
0.01,115.57553956834532,TRUE,NA,-0.04852517985611515,0.06241079136690647,0.0018723237410071935,-0.004900818617048809,FALSE,FALSE
0.01,116.61870503597122,TRUE,NA,-0.04887290167865713,0.06297410071942446,0.001889223021582733,-0.004966950054345016,FALSE,FALSE
0.01,117.66187050359711,TRUE,NA,-0.04922062350119907,0.06353741007194243,0.0019061223021582731,-0.005033473241550645,FALSE,FALSE
0.01,118.70503597122301,TRUE,NA,-0.04956834532374105,0.06410071942446043,0.0019230215827338133,-0.005100388178665703,FALSE,FALSE
0.01,119.74820143884891,TRUE,NA,-0.04991606714628302,0.0646640287769784,0.0019399208633093514,-0.005167694865690183,FALSE,FALSE
0.01,120.79136690647482,TRUE,NA,-0.050263788968824996,0.0652273381294964,0.0019568201438848925,-0.005235393302624091,FALSE,FALSE
0.01,121.83453237410072,TRUE,NA,-0.05061151079136694,0.06579064748201437,0.001973719424460432,-0.005303483489467421,FALSE,FALSE
0.01,122.87769784172662,TRUE,NA,-0.05095923261390889,0.06635395683453237,0.001990618705035971,-0.005371965426220175,FALSE,FALSE
0.01,123.92086330935251,TRUE,NA,-0.05130695443645086,0.06691726618705034,0.0020075179856115116,-0.005440839112882357,FALSE,FALSE
0.01,124.96402877697841,TRUE,NA,-0.05165467625899284,0.06748057553956834,0.0020244172661870487,-0.0055101045494539615,FALSE,FALSE
0.01,126.0071942446043,TRUE,NA,-0.05200239808153481,0.0680438848920863,0.0020413165467625892,-0.005579761735934994,FALSE,FALSE
0.01,127.0503597122302,TRUE,NA,-0.05235011990407676,0.0686071942446043,0.0020582158273381316,-0.005649810672325452,FALSE,FALSE
0.01,128.0935251798561,TRUE,NA,-0.05269784172661873,0.06917050359712228,0.002075115107913667,-0.005720251358625328,FALSE,FALSE
0.01,129.136690647482,TRUE,NA,-0.05304556354916071,0.06973381294964026,0.002092014388489207,-0.005791083794834635,FALSE,FALSE
0.01,130.1798561151079,TRUE,NA,-0.05339328537170268,0.07029712230215825,0.002108913669064747,-0.005862307980953368,FALSE,FALSE
0.01,131.2230215827338,TRUE,NA,-0.05374100719424463,0.07086043165467623,0.0021258129496402878,-0.005933923916981523,FALSE,FALSE
0.01,132.2661870503597,TRUE,NA,-0.0540887290167866,0.07142374100719422,0.0021427122302158266,-0.0060059316029191035,FALSE,FALSE
0.01,133.30935251798562,TRUE,NA,-0.054436450839328576,0.07198705035971223,0.0021596115107913655,-0.00607833103876611,FALSE,FALSE
0.01,134.3525179856115,TRUE,NA,-0.05478417266187055,0.07255035971223021,0.0021765107913669073,-0.006151122224522544,FALSE,FALSE
0.01,135.3956834532374,TRUE,NA,-0.055131894484412525,0.0731136690647482,0.002193410071942446,-0.0062243051601884,FALSE,FALSE
0.01,136.4388489208633,TRUE,NA,-0.0554796163069545,0.07367697841726618,0.002210309352517984,-0.00629787984576368,FALSE,FALSE
0.01,137.4820143884892,TRUE,NA,-0.055827338129496445,0.07424028776978417,0.0022272086330935243,-0.006371846281248384,FALSE,FALSE
0.01,138.5251798561151,TRUE,NA,-0.05617505995203842,0.07480359712230214,0.0022441079136690666,-0.0064462044666425185,FALSE,FALSE
0.01,139.568345323741,TRUE,NA,-0.056522781774580394,0.07536690647482014,0.0022610071942446037,-0.006520954401946073,FALSE,FALSE
0.01,140.6115107913669,TRUE,NA,-0.05687050359712237,0.07593021582733811,0.002277906474820143,-0.006596096087159053,FALSE,FALSE
0.01,141.6546762589928,TRUE,NA,-0.05721822541966434,0.07649352517985611,0.00229480575539568,-0.006671629522281458,FALSE,FALSE
0.01,142.6978417266187,TRUE,NA,-0.05756594724220629,0.07705683453237408,0.0023117050359712224,-0.006747554707313288,FALSE,FALSE
0.01,143.7410071942446,TRUE,NA,-0.057913669064748236,0.07762014388489208,0.0023286043165467625,-0.006823871642254543,FALSE,FALSE
0.01,144.78417266187049,TRUE,NA,-0.05826139088729021,0.07818345323741005,0.0023455035971223035,-0.006900580327105226,FALSE,FALSE
0.01,145.82733812949638,TRUE,NA,-0.058609112709832184,0.07874676258992805,0.002362402877697842,-0.006977680761865331,FALSE,FALSE
0.01,146.8705035971223,TRUE,NA,-0.05895683453237416,0.07931007194244605,0.002379302158273378,-0.007055172946534859,FALSE,FALSE
0.01,147.9136690647482,TRUE,NA,-0.059304556354916105,0.07987338129496402,0.002396201438848923,-0.007133056881113819,FALSE,FALSE
0.01,148.9568345323741,TRUE,NA,-0.05965227817745808,0.080436690647482,0.002413100719424462,-0.0072113325656022,FALSE,FALSE
0.01,150,TRUE,NA,-0.06000000000000005,0.08099999999999999,0.002429999999999997,-0.00729,FALSE,FALSE
0.010503597122302158,5,TRUE,NA,-0.011582733812949629,0.0027016786570743406,8.105035971223036e-5,-1.1234318444524967e-4,FALSE,FALSE
0.010503597122302158,6.043165467625899,TRUE,NA,-0.011912944464572216,0.0032653382330107136,9.796014699032142e-5,-1.368599400182224e-4,FALSE,FALSE
0.010503597122302158,7.086330935251798,TRUE,NA,-0.012243155116194802,0.0038289978089470866,1.1486993426841274e-4,-1.6174894838292197e-4,FALSE,FALSE
0.010503597122302158,8.129496402877699,TRUE,NA,-0.012573365767817393,0.0043926573848834605,1.317797215465039e-4,-1.8701020953934785e-4,FALSE,FALSE
0.010503597122302158,9.172661870503596,TRUE,NA,-0.012903576419439977,0.004956316960819833,1.4868950882459498e-4,-2.126437234875002e-4,FALSE,FALSE
0.010503597122302158,10.215827338129497,TRUE,NA,-0.013233787071062566,0.0055199765367562065,1.6559929610268612e-4,-2.3864949022737913e-4,FALSE,FALSE
0.010503597122302158,11.258992805755396,TRUE,NA,-0.01356399772268515,0.006083636112692579,1.8250908338077754e-4,-2.6502750975898484e-4,FALSE,FALSE
0.010503597122302158,12.302158273381295,TRUE,NA,-0.01389420837430774,0.006647295688628952,1.9941887065886874e-4,-2.9177778208231683e-4,FALSE,FALSE
0.010503597122302158,13.345323741007194,TRUE,NA,-0.014224419025930326,0.007210955264565325,2.1632865793696e-4,-3.1890030719737545e-4,FALSE,FALSE
0.010503597122302158,14.388489208633093,TRUE,NA,-0.01455462967755291,0.007774614840501699,2.332384452150512e-4,-3.463950851041605e-4,FALSE,FALSE
0.010503597122302158,15.431654676258992,TRUE,NA,-0.014884840329175496,0.008338274416438071,2.5014823249314204e-4,-3.742621158026717e-4,FALSE,FALSE
0.010503597122302158,16.47482014388489,TRUE,NA,-0.01521505098079809,0.008901933992374446,2.670580197712333e-4,-4.025013992929099e-4,FALSE,FALSE
0.010503597122302158,17.51798561151079,TRUE,NA,-0.015545261632420673,0.009465593568310818,2.839678070493246e-4,-4.311129355748746e-4,FALSE,FALSE
0.010503597122302158,18.561151079136692,TRUE,NA,-0.015875472284043263,0.010029253144247192,3.008775943274156e-4,-4.6009672464856566e-4,FALSE,FALSE
0.010503597122302158,19.60431654676259,TRUE,NA,-0.016205682935665846,0.010592912720183563,3.1778738160550727e-4,-4.894527665139837e-4,FALSE,FALSE
0.010503597122302158,20.647482014388487,TRUE,NA,-0.01653589358728843,0.011156572296119936,3.346971688835981e-4,-5.191810611711275e-4,FALSE,FALSE
0.010503597122302158,21.690647482014388,TRUE,NA,-0.01686610423891102,0.01172023187205631,3.5160695616168956e-4,-5.492816086199986e-4,FALSE,FALSE
0.010503597122302158,22.73381294964029,TRUE,NA,-0.017196314890533613,0.012283891447992685,3.6851674343978076e-4,-5.797544088605958e-4,FALSE,FALSE
0.010503597122302158,23.776978417266186,TRUE,NA,-0.017526525542156196,0.012847551023929057,3.85426530717872e-4,-6.105994618929196e-4,FALSE,FALSE
0.010503597122302158,24.820143884892087,TRUE,NA,-0.017856736193778783,0.01341121059986543,4.023363179959629e-4,-6.418167677169696e-4,FALSE,FALSE
0.010503597122302158,25.863309352517984,TRUE,NA,-0.01818694684540137,0.013974870175801802,4.1924610527405436e-4,-6.734063263327466e-4,FALSE,FALSE
0.010503597122302158,26.906474820143885,TRUE,NA,-0.018517157497023956,0.014538529751738177,4.3615589255214523e-4,-7.053681377402496e-4,FALSE,FALSE
0.010503597122302158,27.949640287769782,TRUE,NA,-0.01884736814864655,0.015102189327674547,4.530656798302366e-4,-7.377022019394797e-4,FALSE,FALSE
0.010503597122302158,28.992805755395683,TRUE,NA,-0.01917757880026914,0.015665848903610925,4.699754671083281e-4,-7.704085189304366e-4,FALSE,FALSE
0.010503597122302158,30.035971223021583,TRUE,NA,-0.019507789451891727,0.016229508479547298,4.8688525438641883e-4,-8.03487088713119e-4,FALSE,FALSE
0.010503597122302158,31.07913669064748,TRUE,NA,-0.01983800010351431,0.016793168055483667,5.037950416645095e-4,-8.369379112875277e-4,FALSE,FALSE
0.010503597122302158,32.122302158273385,TRUE,NA,-0.020168210755136896,0.017356827631420043,5.207048289426013e-4,-8.707609866536643e-4,FALSE,FALSE
0.010503597122302158,33.16546762589928,TRUE,NA,-0.02049842140675949,0.017920487207356416,5.376146162206923e-4,-9.049563148115266e-4,FALSE,FALSE
0.010503597122302158,34.20863309352518,TRUE,NA,-0.02082863205838207,0.018484146783292785,5.545244034987834e-4,-9.395238957611153e-4,FALSE,FALSE
0.010503597122302158,35.25179856115108,TRUE,NA,-0.021158842710004656,0.019047806359229157,5.714341907768743e-4,-9.744637295024305e-4,FALSE,FALSE
0.010503597122302158,36.294964028776974,TRUE,NA,-0.021489053361627243,0.01961146593516553,5.88343978054966e-4,-0.001009775816035473,FALSE,FALSE
0.010503597122302158,37.33812949640288,TRUE,NA,-0.021819264013249837,0.02017512551110191,6.052537653330574e-4,-0.001045460155360242,FALSE,FALSE
0.010503597122302158,38.381294964028775,TRUE,NA,-0.022149474664872416,0.020738785087038282,6.221635526111487e-4,-0.001081516747476737,FALSE,FALSE
0.010503597122302158,39.42446043165467,TRUE,NA,-0.022479685316495003,0.021302444662974655,6.390733398892396e-4,-0.0011179455923849583,FALSE,FALSE
0.010503597122302158,40.46762589928058,TRUE,NA,-0.022809895968117597,0.02186610423891103,6.559831271673306e-4,-0.0011547466900849062,FALSE,FALSE
0.010503597122302158,41.510791366906474,TRUE,NA,-0.023140106619740183,0.022429763814847403,6.728929144454219e-4,-0.0011919200405765811,FALSE,FALSE
0.010503597122302158,42.55395683453237,TRUE,NA,-0.023470317271362763,0.022993423390783776,6.89802701723513e-4,-0.001229465643859982,FALSE,FALSE
0.010503597122302158,43.59712230215827,TRUE,NA,-0.02380052792298535,0.02355708296672015,7.067124890016039e-4,-0.0012673834999351093,FALSE,FALSE
0.010503597122302158,44.64028776978417,TRUE,NA,-0.024130738574607943,0.02412074254265652,7.236222762796951e-4,-0.0013056736088019637,FALSE,FALSE
0.010503597122302158,45.68345323741007,TRUE,NA,-0.02446094922623053,0.024684402118592894,7.405320635577864e-4,-0.0013443359704605445,FALSE,FALSE
0.010503597122302158,46.72661870503597,TRUE,NA,-0.02479115987785311,0.025248061694529266,7.574418508358776e-4,-0.0013833705849108516,FALSE,FALSE
0.010503597122302158,47.76978417266187,TRUE,NA,-0.025121370529475696,0.025811721270465642,7.743516381139693e-4,-0.001422777452152886,FALSE,FALSE
0.010503597122302158,48.81294964028777,TRUE,NA,-0.025451581181098283,0.026375380846402015,7.912614253920601e-4,-0.0014625565721866458,FALSE,FALSE
0.010503597122302158,49.856115107913666,TRUE,NA,-0.025781791832720863,0.026939040422338387,8.081712126701512e-4,-0.0015027079450121322,FALSE,FALSE
0.010503597122302158,50.899280575539564,TRUE,NA,-0.026112002484343463,0.027502699998274753,8.250809999482424e-4,-0.0015432315706293458,FALSE,FALSE
0.010503597122302158,51.94244604316547,TRUE,NA,-0.026442213135966043,0.028066359574211133,8.419907872263341e-4,-0.001584127449038286,FALSE,FALSE
0.010503597122302158,52.985611510791365,TRUE,NA,-0.02677242378758863,0.028630019150147505,8.589005745044255e-4,-0.0016253955802389526,FALSE,FALSE
0.010503597122302158,54.02877697841726,TRUE,NA,-0.027102634439211216,0.02919367872608388,8.758103617825172e-4,-0.0016670359642313461,FALSE,FALSE
0.010503597122302158,55.07194244604317,TRUE,NA,-0.027432845090833803,0.029757338302020254,8.927201490606081e-4,-0.0017090486010154652,FALSE,FALSE
0.010503597122302158,56.115107913669064,TRUE,NA,-0.02776305574245639,0.03032099787795662,9.096299363386993e-4,-0.0017514334905913108,FALSE,FALSE
0.010503597122302158,57.15827338129496,TRUE,NA,-0.028093266394078976,0.030884657453892992,9.265397236167898e-4,-0.0017941906329588826,FALSE,FALSE
0.010503597122302158,58.20143884892086,TRUE,NA,-0.02842347704570157,0.031448317029829365,9.434495108948812e-4,-0.0018373200281181818,FALSE,FALSE
0.010503597122302158,59.24460431654676,TRUE,NA,-0.028753687697324157,0.03201197660576575,9.603592981729728e-4,-0.001880821676069208,FALSE,FALSE
