try_id,cand_id,sigma,g_n,i,delta,kappa_min,kappa_max,r_star,d_star,omega_star,rF,psi,phi2,r_implied,lambda_star,f_star,Z_star,phi1_endog,c1,c2,c3,H,maxReEig,maxImEig,stable,RH_ok,has_complex,reason,n_roots,rF_root_med,rF_root_p25,rF_root_p75,maxIm_root_med,hopf_complex,has_hopf,pen_omega,pen_sigma,pen_lambda,pen_hopf,pen_dist,pen_RH,pen_cx,score
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.0325,5,1,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,1.1060101266796436,0.05067451639157957,0.24707497385877172,0.01992357755667513,-0.00740317274391971,0.01460443455699096,0.49919433861138296,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,0,0,67.42114752993943
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.0325,5,1.5,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,1.6377385942747842,0.03743630684849923,0.3658215247104091,0.02950209144879283,-0.01580708459794811,0.021234304386995,0.6072594829463761,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,0,0,67.42114752993943
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.0325,5,2,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,2.169467061869925,0.0241980973054189,0.4845680755620465,0.0390806053409105,-0.02735497989736052,0.02785896824453193,0.698745096545096,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,0,0,67.42114752993943
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.0325,5,2.5,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,2.7011955294650662,0.01095988776233856,0.6033146264136839,0.0486591192330282,-0.042046858642157,0.03448146722651937,0.7795109795130091,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,0,0,67.42114752993943
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.02,5,0.5,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,0.5744281779136631,0.07372664485834918,0.12911449311259154,0.01034719934953946,-8.280209697616604e-4,0.00305568497732891,0.359990382575533,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,0,0,67.42580162989911
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.02,5,1,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,1.1063031643379644,0.07070936345642378,0.2486475804848964,0.019927886239856,-0.00234617409878907,0.0045997460066972,0.4993611355514806,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,0,0,67.42580162989911
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.02,5,1.5,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,1.6381781507622657,0.06769208205449839,0.3681806678572012,0.02950857313017252,-0.00458565715070284,0.00612122531752074,0.6075539424843689,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,0,0,67.42580162989911
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.02,5,2,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,2.170053137186567,0.064674800652573,0.4877137552295061,0.03908926002048905,-0.00754647012550296,0.00763649824666176,0.699197026273348,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,0,0,67.42580162989911
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.02,5,2.5,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,2.701928123610868,0.06165751925064761,0.6072468426018107,0.04866994691080559,-0.01122861302318947,0.00914918918211218,0.7801449853752371,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,0,0,67.42580162989911
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.02,5,3,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,3.23380311003517,0.05864023784872221,0.7267799299741158,0.05825063380112211,-0.01563208584376229,0.01066056024870673,0.853446628785734,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,0,0,67.42580162989911
540,10,2.5,0.08,0.025,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6503481919104335,0.045,5,0.5,0.1397974156157478,0.6163270091134071,2.807108041705541,0.9985100332988748,0.5736755496270611,0.02515145059340399,0.1252793538043212,0.01033515132445846,-0.0071841938468755,0.02728813298081005,0.35900689779719036,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.017409595521673,0.1499999999999999,0.1163270091134071,10,1,0,0,67.42886917510947
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.08249999999999999,10,0.5,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,0.5743913851026962,0.06917634713941864,0.12873056349302878,0.01034704026023295,-0.00144193011258622,0.0053362757234656,0.3599364931936958,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,0,0,67.43129271119673
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.08249999999999999,10,1,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,1.1062295787160306,0.06120175880109704,0.24787925483056053,0.01992753074802615,-0.00475688438209051,0.00935419056505386,0.49928623384129694,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,0,0,67.43129271119673
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.08249999999999999,10,1.5,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,1.6380677723293653,0.05322717046277545,0.3670279461680924,0.02950802123581935,-0.00997216218052792,0.01335257754754332,0.6074407460749259,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,0,0,67.43129271119673
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.08249999999999999,10,2,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,2.1699059659426996,0.04525258212445385,0.4861766375056242,0.03908851172361256,-0.01708776350789848,0.0173456007967185,0.6990344151440075,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,0,0,67.43129271119673
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.08249999999999999,10,2.5,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,2.7017441595560343,0.03727799378613225,0.605325328843156,0.04866900221140576,-0.02610368836420213,0.0213363932186619,0.7799242333313843,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,0,0,67.43129271119673
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.08249999999999999,10,3,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,3.233582353169369,0.02930340544781064,0.724474020180688,0.05824949269919897,-0.03701993674943892,0.0253260454601247,0.8531603159275802,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,0,0,67.43129271119673
540,10,2.5,0.08,0.025,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6503481919104335,0.1075,15,0.5,0.1397974156157478,0.6188007754336792,2.8366646497335233,0.9988234167245328,0.5738422429385813,0.00111883666627003,0.12332809879981448,0.01033815441671236,-0.01020017041779375,0.03932486010773013,0.35784833219963613,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.017409595521673,0.1499999999999999,0.11880077543367917,10,1,0,0,67.4318376946938
552,12,2.5,0.08,0.03,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.650316538100394,0.0325,5,0.5,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,0.5742816590845026,0.06431909075798348,0.12833466962861156,0.01034556722951488,-0.00209119796627639,0.0077618772134988,0.3598803740302305,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,0,0,67.43380905395522
552,12,2.5,0.08,0.03,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.650316538100394,0.0325,5,1,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,1.1060101266796436,0.05108023682076104,0.24708700068651596,0.0199245473733732,-0.00730328486297442,0.01440660805155054,0.4991807665117747,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,0,0,67.43380905395522
552,12,2.5,0.08,0.03,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.650316538100394,0.0325,5,1.5,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,1.6377385942747842,0.03784138288353859,0.36583933174442024,0.02950352751723152,-0.01565966129083302,0.0210351962975368,0.6072551128055647,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,0,0,67.43380905395522
552,12,2.5,0.08,0.03,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.650316538100394,0.0325,5,2,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,2.169467061869925,0.02460252894631615,0.4845916628023246,0.03908250766108984,-0.02716032724985217,0.02765935361280026,0.6987472807996814,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,0,0,67.43380905395522
552,12,2.5,0.08,0.03,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.650316538100394,0.0325,5,2.5,0.13979741561574782,0.6309948448313425,2.9881509559793127,0.9996495190788648,2.7011955294650662,0.0113636750090937,0.603343993860229,0.04866148780494815,-0.04180528274003188,0.03428166860314935,0.7795183280388145,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,0,0,67.43380905395522
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.02,5,0.5,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,0.5744281779136631,0.07413350719695619,0.1291207783034168,0.0103477030429735,-7.755268953405694e-4,0.00286176668027952,0.35995784896372357,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1454245314775241,10,1,0,0,67.43846315391485
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.02,5,1,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,1.1063031643379644,0.07111607891617214,0.24865968445133668,0.01992885631350723,-0.00224515457079551,0.00440145727622912,0.4993434005729974,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1454245314775241,10,1,0,0,67.43846315391485
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.02,5,1.5,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,1.6381781507622657,0.06809865063538809,0.36819859059925647,0.02951000958404097,-0.00443618239837991,0.0059213961634093,0.6075444490521167,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1454245314775241,10,1,0,0,67.43846315391485
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.02,5,2,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,2.170053137186567,0.06508122235460403,0.4877374967471763,0.03909116285457472,-0.00734861037809377,0.00743590816088646,0.699193285810556,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1454245314775241,10,1,0,0,67.43846315391485
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.02,5,2.5,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,2.701928123610868,0.06206379407381999,0.6072764028950961,0.04867231612510844,-0.01098243850993705,0.00894816276434482,0.7801457079340742,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1454245314775241,10,1,0,0,67.43846315391485
564,14,2.5,0.08,0.035,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502848842903546,0.02,5,3,0.13979741561574782,0.6454245314775241,3.180870135050083,0.9999249744776864,3.23380311003517,0.05904636579303594,0.7268153090430161,0.0582534693956422,-0.01533766679390981,0.01045926352149667,0.8534510300086844,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.014244214517728,0.1499999999999999,0.1454245314775241,10,1,0,0,67.43846315391485
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.1075,20,0.5,0.13979741561574782,0.6560968441580585,3.333810756344861,0.999977926973607,0.5744563441348973,0.07466510625166488,0.12918470161835838,0.01034770670888784,-7.02117236463488e-4,0.00258969474276442,0.3599882509766064,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.15609684415805847,10,1,0,0,67.43860840511576
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.1075,20,1,0.13979741561574782,0.6560968441580585,3.333810756344861,0.999977926973607,1.1063594967804329,0.07258628624305519,0.24878799749643007,0.01992890095855275,-0.00187030415844037,0.00366475475522666,0.4993599009272019,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.15609684415805847,10,1,0,0,67.43860840511576
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.1075,20,1.5,0.13979741561574782,0.6560968441580585,3.333810756344861,0.999977926973607,1.6382626494259689,0.0705074662344455,0.36839129337450177,0.02951009520821765,-0.00353575852955126,0.00471708741753526,0.6075551216797122,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.15609684415805847,10,1,0,0,67.43860840511576
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.1075,20,2,0.13979741561574782,0.6560968441580585,3.333810756344861,0.999977926973607,2.170165802071504,0.0684286462258358,0.48799458925257344,0.03909128945788255,-0.00569848034979614,0.00576317323600175,0.6992016619222434,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.15609684415805847,10,1,0,0,67.43860840511576
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.1075,20,2.5,0.13979741561574782,0.6560968441580585,3.333810756344861,0.999977926973607,2.70206895471704,0.06634982621722611,0.6075978851306453,0.04867248370754748,-0.00835846961917505,0.00680666014886563,0.7801539068887532,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.15609684415805847,10,1,0,0,67.43860840511576
576,16,2.5,0.08,0.04,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.6502532304803152,0.1075,20,3,0.13979741561574782,0.6560968441580585,3.333810756344861,0.999977926973607,3.233972107362576,0.06427100620861642,0.7272011810087169,0.05825367795721237,-0.01151572633768793,0.00784881852473268,0.853460541439196,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.012661524015761,0.1499999999999999,0.15609684415805847,10,1,0,0,67.43860840511576
552,12,2.5,0.08,0.03,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.650316538100394,0.08249999999999999,10,0.5,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,0.5743913851026962,0.06958296817916329,0.1287368296894321,0.01034754392140481,-0.00138965319763869,0.00514245611447557,0.35990529167331303,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.015826905019701,0.1499999999999999,0.1394491625457588,10,1,0,0,67.44395423521252
552,12,2.5,0.08,0.03,0.06,0.02,0.45,0.13979741561574782,0.00633076200788132,0.650316538100394,0.08249999999999999,10,1,0.13979741561574782,0.6394491625457588,3.099193340276756,0.9998558039930688,1.1062295787160306,0.06160799166312067,0.24789132080815696,0.01992850075715306,-0.00465641433144416,0.0091561282351946,0.4992704739967061,FALSE,TRUE,TRUE,ok,NA,NA,NA,NA,NA,NA,FALSE,5.015826905019701,0.1499999999999999,0.1394491625457588,10,1,0,0,67.44395423521252
